Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
115,52,962.5,13,19.215687,37.64706,87,-1.5625,3.125,37,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0,48,1,234.899994,71.900002,13.75,0,0,8260,0,255,1.97161640956226,0,465.220079467807,4.61594987939487
116,54,962.5,13,19.215687,37.64706,87,-1.5625,3.125,37,53.333332,51.372547,16.078432,31.764706,19.215687,0,100,0,48,1,234.899994,71.900002,13.75,0,0,8260,0,255,1.97161640956226,0,465.220079467807,4.61594987939487
117,54,962.5,13,19.215687,37.64706,87,-1.5625,3.125,37,53.333332,51.372547,16.078432,31.764706,19.215687,0,100,0,48,1,240.5,72.699997,13.652,0,0,8260,0,255,1.97161640956226,0,465.220079467807,4.61594987939487
118,54,962.5,13,19.215687,36.862743,87,-1.5625,3.125,37,53.333332,51.372547,16.078432,31.764706,19.215687,0,100,0,48,1,240.5,72.699997,13.652,0,0,8260,0,255,1.97161640956226,0,465.220079467807,4.61594987939487
119,56,980.25,13,19.215687,36.862743,88,-1.5625,-1.5625,37,53.333332,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-1,240.5,72.699997,13.652,0,0,8260,0,255,1.97161640956226,0,465.220079467807,4.53236598716405
120,56,980.25,13,19.215687,36.862743,88,-1.5625,-1.5625,37,53.333332,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-1,243.399994,73.099998,13.652,0,0,8260,0,255,1.97161640956226,0,465.220079467807,4.53236598716405
121,56,980.25,13,19.215687,36.862743,88,-1.5625,-1.5625,37,53.333332,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-1,243.399994,73.099998,13.71,0,0,8260,0,255,1.97161640956226,-0.833333333333333,0,0
122,56,693.75,10,19.215687,40.392159,88,-1.5625,-0.78125,45,53.333332,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-1,243.399994,73.099998,13.71,0,0,8260,0,255,1.51662800735559,0,352.305946780693,4.84976114126936
123,58,693.75,10,19.215687,40.392159,88,-1.5625,-0.78125,45,53.333332,51.372547,16.078432,31.764706,19.215687,0,100,0,48,7,243.399994,73.099998,13.71,0,0,8260,0,255,1.51662800735559,0,352.305946780693,4.84976114126936
124,58,693.75,10,19.215687,40.392159,88,-1.5625,-0.78125,45,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,7,248.899994,74,13.671,0,0,8260,0,255,1.51662800735559,0,352.305946780693,4.84976114126936
125,58,693.75,10,19.215687,40.392159,88,-1.5625,-0.78125,45,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,7,248.899994,74,13.671,0,0,8260,0,255,1.51662800735559,0.277777777777778,2068.5096504844,28.4746193327942
126,58,931.25,11,19.215687,38.823528,88,-1.5625,0,40,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-8,248.899994,74,13.671,0,0,8260,0,255,1.66829080809115,0,389.396477399477,3.99327394272752
127,59,931.25,11,19.215687,38.823528,88,-1.5625,0,40,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-8,248.899994,74,13.671,0,0,8260,0,255,1.66829080809115,0,389.396477399477,3.99327394272752
128,59,931.25,11,19.215687,38.823528,88,-1.5625,0,40,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-8,254.600006,74.900002,13.437,0,0,8261,0,255,1.66829080809115,0,389.396477399477,3.99327394272752
129,59,931.25,11,19.215687,38.823528,88,-1.5625,0,40,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-8,254.600006,74.900002,13.437,0,0,8261,0,255,1.66829080809115,-0.555555555555555,0,0
130,61,939.75,9,19.215687,39.607841,88,-1.5625,2.34375,38,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-5,254.600006,74.900002,13.437,0,0,8261,0,255,1.36496520662003,0,315.69851640625,3.20821583578578
131,61,939.75,9,19.215687,39.607841,88,-1.5625,2.34375,38,64.705879,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-5,260.5,74.900002,13.437,0,0,8261,0,255,1.36496520662003,0,315.69851640625,3.20821583578578
132,61,939.75,9,19.215687,39.607841,88,-1.5625,2.34375,38,64.705879,48.235294,16.078432,31.764706,16.862745,0,100,0,48,-5,260.5,75.900002,13.73,0,0,8261,0,255,1.36496520662003,0,315.69851640625,3.20821583578578
133,61,689.75,9,19.215687,41.960785,88,-2.34375,-2.34375,60,64.705879,48.235294,16.078432,31.764706,16.862745,0,100,0,48,-5,260.5,75.900002,13.73,0,0,8261,0,255,1.36496520662003,0,315.69851640625,4.3710341887346
134,63,689.75,9,20.784313,41.960785,88,-2.34375,-2.34375,60,64.705879,48.235294,16.078432,31.764706,16.862745,0,100,0,48,-8,260.5,75.900002,13.73,0,0,8261,0,255,1.36496520662003,0,315.69851640625,4.3710341887346
135,63,689.75,9,20.784313,41.960785,88,-2.34375,-2.34375,60,67.058823,48.235294,16.078432,31.764706,16.862745,0,100,4.705883,48,-8,263.200012,76.400002,13.652,0,0,8261,0,255,1.36496520662003,0,315.69851640625,4.3710341887346
136,63,689.75,9,20.784313,41.960785,88,-2.34375,-2.34375,60,67.058823,54.509804,25.490196,41.176472,21.568628,0,100,4.705883,48,-8,263.200012,76.400002,13.652,0,0,8261,0,255,1.36496520662003,0.555555555555555,3404.86518307292,47.1423885441774
137,63,1116.25,11,20.784313,60.784313,88,-0.78125,-2.34375,55,67.058823,54.509804,25.490196,41.176472,21.568628,0,100,4.705883,48,15,263.200012,76.400002,13.652,0,0,8261,0,255,1.66829080809115,0,389.396477399477,3.33145474505264
138,65,1116.25,11,20.784313,60.784313,88,-0.78125,-2.34375,55,65.490196,54.509804,25.490196,41.176472,21.568628,0,100,4.705883,48,15,263.200012,76.400002,13.652,0,0,8261,0,255,1.66829080809115,0,389.396477399477,3.33145474505264
139,65,1116.25,11,20.784313,60.784313,88,-0.78125,-2.34375,55,65.490196,52.941177,23.137255,39.215687,20.392157,0,100,3.529412,48,15,270.700012,77.800003,13.808,0,0,8261,0,255,1.66829080809115,0,389.396477399477,3.33145474505264
140,65,1116.25,11,20.784313,60.784313,88,-0.78125,-2.34375,55,65.490196,52.941177,23.137255,39.215687,20.392157,0,100,3.529412,48,15,270.700012,77.800003,13.808,0,0,8261,0,255,1.66829080809115,1.94444444444444,13604.164995918,116.389496717596
141,67,1369.5,18,19.215687,36.07843,88,-0.78125,-2.34375,34,65.490196,52.941177,23.137255,39.215687,20.392157,0,100,3.529412,48,21,270.700012,77.800003,13.808,0,0,8261,0,255,2.72993041324006,0,666.615040625,4.64853861845108
142,67,1369.5,18,19.215687,36.07843,88,-0.78125,-2.34375,34,67.450981,52.941177,23.137255,39.215687,20.392157,0,100,3.529412,48,21,278.700012,77.800003,13.808,0,0,8261,0,255,2.72993041324006,0,666.615040625,4.64853861845108
143,67,1369.5,18,19.215687,36.07843,88,-0.78125,-2.34375,34,67.450981,49.019608,16.078432,31.764706,17.254902,0,100,0,48,21,278.700012,79.400002,13.808,0,0,8261,0,255,2.72993041324006,0,666.615040625,4.64853861845108
144,67,1278.75,18,19.215687,21.17647,89,-1.5625,0,21,67.450981,49.019608,16.078432,31.764706,17.254902,0,100,0,48,21,278.700012,79.400002,13.808,0,0,8261,0,255,2.72993041324006,0.277777777777778,3755.78170729167,28.0490442264989
145,68,1278.75,19,16.862745,21.17647,89,-1.5625,0,21,67.450981,49.019608,16.078432,31.764706,17.254902,0,100,0,48,6,278.700012,79.400002,13.808,0,0,8261,0,255,2.88159321397562,0,709.309534078147,5.2972872339756
146,68,1278.75,19,16.862745,21.17647,89,-1.5625,0,21,54.117645,49.019608,16.078432,31.764706,17.254902,0,100,1.176471,48,6,282.299988,80.699997,13.808,0,0,8261,0,255,2.88159321397562,0,709.309534078147,5.2972872339756
147,68,1278.75,19,16.862745,21.17647,89,-1.5625,0,21,54.117645,50.980392,20.784313,36.470589,18.039215,0,100,1.176471,48,6,282.299988,80.699997,13.808,0,0,8261,0,255,2.88159321397562,-0.833333333333333,0,0
148,68,1125.75,16,20,32.156864,88,-0.78125,6.25,38,54.117645,50.980392,20.784313,36.470589,18.039215,0,100,1.176471,48,18,282.299988,80.699997,13.808,0,0,8261,0,255,2.42660481176894,0,583.786485013718,4.95239700811104
149,70,1125.75,16,20,32.156864,88,-0.78125,6.25,38,59.607841,50.980392,20.784313,36.470589,18.039215,0,100,1.176471,48,18,282.299988,80.699997,13.808,0,0,8261,0,255,2.42660481176894,0,583.786485013718,4.95239700811104
150,70,1125.75,16,20,32.156864,88,-0.78125,6.25,38,59.607841,51.372547,16.078432,31.764706,19.215687,0,100,0,48,18,283.5,81.300003,13.691,0,0,8261,0,255,2.42660481176894,0,583.786485013718,4.95239700811104
151,70,1125.75,16,20,32.156864,88,-0.78125,6.25,38,59.607841,51.372547,16.078432,31.764706,19.215687,0,100,0,48,18,283.5,81.300003,13.691,0,0,8261,0,255,2.42660481176894,-0.277777777777778,0,0
152,72,1076.5,15,19.215687,34.509804,88,-1.5625,7.03125,34,59.607841,51.372547,16.078432,31.764706,19.215687,0,100,0,48,6,283.5,81.300003,13.691,0,0,8261,0,255,2.27494201103338,0,543.555802806713,4.8220695929439
153,72,1076.5,15,19.215687,34.509804,88,-1.5625,7.03125,34,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0,48,6,283.5,81.300003,13.691,0,0,8261,0,255,2.27494201103338,0,543.555802806713,4.8220695929439
154,72,1076.5,15,19.215687,34.509804,88,-1.5625,7.03125,34,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0,48,6,286.600006,82.5,13.73,0,0,8261,0,255,2.27494201103338,0,543.555802806713,4.8220695929439
155,72,1076.5,15,19.215687,35.686275,87,-1.5625,3.125,36,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0,48,6,286.600006,82.5,13.73,0,0,8261,0,255,2.27494201103338,-0.277777777777778,0,0
156,74,1025,14,19.215687,35.686275,87,-1.5625,3.125,36,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0,48,4,286.600006,82.5,13.73,0,0,8261,0,255,2.12327921029782,0,504.049770966221,4.69626859778284
157,74,1025,14,19.215687,35.686275,87,-1.5625,3.125,36,60.784313,51.372547,16.078432,31.764706,19.215687,0,100,0,48,4,290.100006,83.800003,13.574,0,0,8261,0,255,2.12327921029782,0,504.049770966221,4.69626859778284
158,74,1025,14,19.215687,35.686275,87,-1.5625,3.125,36,60.784313,51.372547,16.078432,31.764706,19.215687,0,100,0,48,4,290.100006,83.800003,13.574,0,0,8261,0,255,2.12327921029782,0,504.049770966221,4.69626859778284
159,74,1042,14,19.215687,35.294117,87,-1.5625,0,35,60.784313,51.372547,16.078432,31.764706,19.215687,0,100,0,48,0,290.100006,83.800003,13.574,0,0,8261,0,255,2.12327921029782,0,504.049770966221,4.6196500122144
160,76,1042,14,19.215687,35.294117,87,-1.5625,0,35,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,0,290.100006,83.800003,13.574,0,0,8261,0,255,2.12327921029782,0,504.049770966221,4.6196500122144
161,76,1042,14,19.215687,35.294117,87,-1.5625,0,35,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,0,294,85.099998,13.691,0,0,8261,0,255,2.12327921029782,0,504.049770966221,4.6196500122144
162,76,1042,14,19.215687,35.294117,87,-1.5625,0,35,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,0,294,85.099998,13.691,0,0,8261,0,255,2.12327921029782,-1.11111111111111,0,0
163,78,1032,10,19.215687,35.686275,86,-1.5625,0.78125,36,61.176472,51.372547,16.078432,31.764706,19.215687,0,100,0,48,0,294,85.099998,13.691,0,0,8261,0,255,1.51662800735559,0,352.305946780693,3.26019553464691
164,78,1032,10,19.215687,35.686275,86,-1.5625,0.78125,36,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0,48,0,294,85.099998,13.691,0,0,8261,0,255,1.51662800735559,0,352.305946780693,3.26019553464691
165,78,1032,10,19.215687,35.686275,86,-1.5625,0.78125,36,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0,48,0,296,86.400002,13.691,0,0,8261,0,255,1.51662800735559,0,352.305946780693,3.26019553464691
166,78,1032,10,19.215687,36.07843,86,-1.5625,2.34375,36,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0,48,0,296,86.400002,13.691,0,0,8261,0,255,1.51662800735559,-1.38888888888889,0,0
167,79,1025.75,5,19.215687,36.07843,86,-1.5625,2.34375,35,60.392159,51.372547,16.078432,31.764706,19.215687,0,100,0,48,1,296,86.400002,13.691,0,0,8261,0,255,0.758314003677794,0,173.133596863212,1.61191893740548
168,79,1025.75,5,19.215687,36.07843,86,-1.5625,2.34375,35,60.784313,51.372547,16.078432,31.764706,19.215687,0,100,0,48,1,300.200012,87.099998,13.691,0,0,8261,0,255,0.758314003677794,0,173.133596863212,1.61191893740548
169,79,1025.75,5,19.215687,36.07843,86,-1.5625,2.34375,35,60.784313,51.372547,16.078432,31.764706,19.215687,0,100,0,48,1,300.200012,87.099998,13.691,0,0,8261,0,255,0.758314003677794,-0.555555555555556,0,0
170,79,1028,3,19.215687,36.07843,86,-1.5625,1.5625,35,60.784313,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-1,300.200012,87.099998,13.691,0,0,8261,0,255,0.454988402206676,0,103.493677922454,0.961444186925518
171,81,1028,3,19.215687,36.07843,86,-1.5625,1.5625,35,59.215687,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-1,300.200012,87.099998,13.691,0,0,8261,0,255,0.454988402206676,0,103.493677922454,0.961444186925518
172,81,1028,3,19.215687,36.07843,86,-1.5625,1.5625,35,59.215687,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-1,304.5,88.5,13.691,0,0,8261,0,255,0.454988402206676,0,103.493677922454,0.961444186925518
173,81,1028,3,19.215687,36.07843,86,-1.5625,1.5625,35,59.215687,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-1,304.5,88.5,13.691,0,0,8261,0,255,0.454988402206676,-0.833333333333333,0,0
174,81,1032,0,16.470589,30.196079,86,-1.5625,0.78125,26,59.215687,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-2,304.5,88.5,13.691,0,0,8261,0,255,0,0,0,0
175,83,1032,0,16.470589,30.196079,86,-1.5625,0.78125,26,57.254902,51.372547,16.078432,31.764706,19.215687,0,100,0,48,-2,304.5,88.5,13.691,0,0,8261,0,255,0,0,0,0
176,83,1032,0,16.470589,30.196079,86,-1.5625,0.78125,26,57.254902,48.235294,16.078432,31.764706,16.470589,0,100,0,48,-2,308.600006,89.899994,13.73,0,0,8261,0,255,0,0,0,0
177,83,1032,0,16.470589,25.882353,86,-1.5625,4.6875,26,57.254902,48.235294,16.078432,31.764706,16.470589,0,100,0,48,-2,308.600006,89.899994,13.73,0,0,8261,0,255,0,0,0,0
178,85,810.75,0,16.470589,25.882353,86,-1.5625,4.6875,26,57.254902,48.235294,16.078432,31.764706,16.470589,0,100,0,49,2,308.600006,89.899994,13.73,0,0,8261,0,255,0,0,0,0
179,85,810.75,0,16.470589,25.882353,86,-1.5625,4.6875,26,56.07843,48.235294,16.078432,31.764706,16.470589,0,100,0,49,2,310.200012,91.199997,13.75,0,0,8261,0,255,0,0,0,0
180,85,810.75,0,16.470589,25.882353,86,-1.5625,4.6875,26,56.07843,48.235294,16.078432,31.764706,16.470589,0,100,0,49,2,310.200012,91.199997,13.75,0,0,8261,0,255,0,0,0,0
181,85,775.75,0,16.470589,26.274509,86,-1.5625,-0.78125,27,56.07843,48.235294,16.078432,31.764706,16.470589,0,100,0,49,7,310.200012,91.199997,13.75,0,0,8261,0,255,0,0,0,0
182,87,775.75,0,16.470589,26.274509,86,-1.5625,-0.78125,27,56.862743,48.235294,16.078432,31.764706,16.470589,0,100,0,49,7,310.200012,91.199997,13.75,0,0,8261,0,255,0,0,0,0
183,87,775.75,0,16.470589,26.274509,86,-1.5625,-0.78125,27,56.862743,47.843136,16.078432,31.764706,16.470589,0,100,0,49,7,312.899994,91.699997,13.75,0,0,8261,0,255,0,0,0,0
184,87,775.75,0,16.470589,26.274509,86,-1.5625,-0.78125,27,56.862743,47.843136,16.078432,31.764706,16.470589,0,100,0,49,7,312.899994,91.699997,13.75,0,0,8261,0,255,0,0,0,0
185,87,732,0,16.078432,26.274509,87,-1.5625,-4.6875,26,56.862743,47.843136,16.078432,31.764706,16.470589,0,100,0,49,9,312.899994,91.699997,13.75,0,0,8261,0,255,0,0,0,0
186,88,732,0,16.078432,26.274509,87,-1.5625,-4.6875,26,56.862743,47.843136,16.078432,31.764706,16.470589,0,100,0,49,9,312.899994,91.699997,13.75,0,0,8261,0,255,0,0,0,0
187,88,732,0,16.078432,26.274509,87,-1.5625,-4.6875,26,56.862743,47.843136,16.078432,31.764706,16.078432,0,100,0,49,9,315,92.800003,13.593,0,0,8261,0,255,0,0,0,0
188,88,732,0,16.078432,27.058823,87,-1.5625,-3.125,26,56.862743,47.843136,16.078432,31.764706,16.078432,0,100,0,49,9,315,92.800003,13.593,0,0,8261,0,255,0,0,0,0
189,90,689,0,16.078432,27.058823,87,-1.5625,-3.125,28,56.862743,47.843136,16.078432,31.764706,16.078432,0,100,0,50,6,315,92.800003,13.593,0,0,8261,0,255,0,0,0,0
190,90,689,0,16.078432,27.058823,87,-1.5625,-3.125,28,56.862743,47.843136,16.078432,31.764706,16.078432,0,100,0,50,6,316.600006,93.800003,13.671,0,0,8261,0,255,0,0,0,0
191,90,689,0,16.078432,27.058823,87,-1.5625,-3.125,28,56.862743,47.843136,16.078432,31.764706,16.078432,0,100,0,50,6,316.600006,93.800003,13.671,0,0,8261,0,255,0,0,0,0
192,90,671.75,0,16.470589,28.235294,87,-1.5625,-6.25,28,56.862743,47.843136,16.078432,31.764706,16.078432,0,100,0,50,2,316.600006,93.800003,13.671,0,0,8261,0,255,0,0,0,0
193,92,671.75,0,16.470589,28.235294,87,-1.5625,-6.25,28,56.862743,47.843136,16.078432,31.764706,16.078432,0,100,0,50,2,316.600006,93.800003,13.671,0,0,8261,0,255,0,0,0,0
194,92,671.75,0,16.470589,28.235294,87,-1.5625,-6.25,28,56.862743,51.372547,16.078432,31.764706,16.078432,0,100,0,50,2,317.299988,94.699997,13.222,0,0,8261,0,255,0,0,0,0
195,92,671.75,0,16.470589,28.235294,87,-1.5625,-6.25,28,56.862743,51.372547,16.078432,31.764706,19.215687,0,100,0,50,2,317.299988,94.699997,13.222,0,0,8261,0,255,0,0,0,0
196,92,843.75,0,19.215687,46.666668,87,-1.5625,-3.125,45,56.862743,51.372547,16.078432,31.764706,19.215687,0,100,0,50,-9,317.299988,94.699997,13.222,0,0,8261,0,255,0,0,0,0
197,94,843.75,0,19.215687,46.666668,87,-1.5625,-3.125,45,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0,50,-9,317.299988,94.699997,13.222,0,0,8261,0,255,0,0,0,0
198,94,843.75,0,19.215687,46.666668,87,-1.5625,-3.125,45,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0,50,-9,319.200012,95.300003,13.574,0,0,8261,0,255,0,0,0,0
199,94,843.75,0,19.215687,42.745098,87,-1.5625,0.78125,45,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0,50,-9,319.200012,95.300003,13.574,0,0,8261,0,255,0,0,0,0
200,96,865.5,0,19.215687,42.745098,87,-1.5625,0.78125,42,56.07843,51.372547,16.078432,31.764706,19.215687,0,100,0,50,-10,319.200012,95.300003,13.574,0,0,8261,0,255,0,0,0,0
201,96,865.5,0,19.215687,42.745098,87,-1.5625,0.78125,42,56.470589,51.372547,16.078432,31.764706,19.215687,0,100,0,50,-10,321.899994,96.399994,13.574,0,0,8261,0,255,0,0,0,0
202,96,865.5,0,19.215687,42.745098,87,-1.5625,0.78125,42,56.470589,51.372547,16.078432,31.764706,19.215687,0,100,0,50,-10,321.899994,96.399994,13.515,0,0,8261,0,255,0,0,0,0
203,96,898.25,0,18.82353,39.607841,87,-1.5625,0.78125,39,56.470589,51.372547,16.078432,31.764706,19.215687,0,100,0,49,-5,321.899994,96.399994,13.515,0,0,8261,0,255,0,0,0,0
204,97,898.25,0,18.82353,39.607841,87,-1.5625,0.78125,39,56.862743,51.372547,16.078432,31.764706,19.215687,0,100,0,49,-5,321.899994,96.399994,13.515,0.392157,0,8261,0,255,0,0,0,0
205,97,898.25,0,18.82353,39.607841,87,-1.5625,0.78125,39,56.862743,50.980392,16.078432,31.764706,19.215687,0,100,0,49,-5,325,97.600006,13.652,0.392157,0,8261,0,255,0,0,0,0
206,97,898.25,0,18.82353,39.607841,87,-1.5625,0.78125,39,56.862743,50.980392,16.078432,31.764706,18.82353,0,100,0,49,-5,325,97.600006,13.652,0.392157,0,8261,0,255,0,0,0,0
207,97,914.75,0,18.82353,37.64706,87,-1.5625,0.78125,36,56.862743,50.980392,16.078432,31.764706,18.82353,0,100,0,49,-3,325,97.600006,13.652,0.392157,0,8261,0,255,0,0,0,0
208,99,914.75,0,18.82353,37.64706,87,-1.5625,0.78125,36,57.254902,50.980392,16.078432,31.764706,18.82353,0,100,0,49,-3,325,97.600006,13.652,0,0,8261,0,255,0,0,0,0
209,99,914.75,0,18.82353,37.64706,87,-1.5625,0.78125,36,57.254902,50.980392,16.078432,31.764706,18.82353,0,100,0,49,-3,328.100006,99,13.574,0,0,8261,0,255,0,0,0,0
210,99,914.75,0,18.82353,36.862743,88,-1.5625,0.78125,36,57.254902,50.980392,16.078432,31.764706,18.82353,0,100,0,49,-3,328.100006,99,13.574,0,0,8261,0,255,0,0,0,0
211,101,891.25,0,18.431372,36.862743,88,-1.5625,0.78125,36,57.254902,50.980392,16.078432,31.764706,18.82353,0,100,0,49,1,328.100006,99,13.574,0,0,8261,0,255,0,0,0,0
212,101,891.25,0,18.431372,36.862743,88,-1.5625,0.78125,36,57.254902,50.980392,16.078432,31.764706,18.82353,0,100,0,49,1,329.600006,99.600006,13.574,0.392157,0,8261,0,255,0,0,0,0
213,101,891.25,0,18.431372,36.862743,88,-1.5625,0.78125,36,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,49,1,329.600006,99.600006,13.496,0.392157,0,8261,0,255,0,0,0,0
214,101,861.5,0,18.431372,36.470589,88,-1.5625,0.78125,36,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,49,3,329.600006,99.600006,13.496,0.392157,0,8261,0,255,0,0,0,0
215,103,861.5,0,18.431372,36.470589,88,-1.5625,0.78125,36,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,49,3,329.600006,99.600006,13.496,1.176471,0,8261,0,255,0,0,0,0
216,103,861.5,0,18.431372,36.470589,88,-1.5625,0.78125,36,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,49,3,332.5,101,13.652,1.176471,0,8261,0,255,0,0,0,0
217,103,861.5,0,18.431372,36.470589,88,-1.5625,0.78125,36,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,49,3,332.5,101,13.652,1.176471,0,8261,0,255,0,0,0,0
218,103,857,0,18.431372,36.862743,88,-1.5625,-0.78125,36,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,49,2,332.5,101,13.652,1.176471,0,8261,0,255,0,0,0,0
219,105,857,0,18.431372,36.862743,88,-1.5625,-0.78125,36,56.862743,50.588234,16.078432,31.764706,18.431372,0,100,0,49,2,332.5,101,13.652,1.568627,0,8261,0,255,0,0,0,0
220,105,857,0,18.431372,36.862743,88,-1.5625,-0.78125,36,56.862743,50.588234,16.078432,31.764706,18.431372,0,100,0,49,2,335.299988,102.300003,13.613,1.568627,0,8261,0,255,0,0,0,0
221,105,857,0,18.431372,36.862743,88,-1.5625,0,36,56.862743,50.588234,16.078432,31.764706,18.431372,0,100,0,49,2,335.299988,102.300003,13.613,1.568627,0,8261,0,255,0,0,0,0
222,106,850,0,18.431372,36.862743,88,-1.5625,0,36,56.862743,50.588234,16.078432,31.764706,18.431372,0,100,0,50,0,335.299988,102.300003,13.613,1.568627,0,8261,0,255,0,0,0,0
223,106,850,0,18.431372,36.862743,88,-1.5625,0,36,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,50,0,338,103.699997,13.613,1.960784,0,8261,0,255,0,0,0,0
224,106,850,0,18.431372,36.862743,88,-1.5625,0,36,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,50,0,338,103.699997,13.496,1.960784,0,8261,0,255,0,0,0,0
225,106,834.25,0,18.431372,30.196079,88,-1.5625,1.5625,28,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,50,-6,338,103.699997,13.496,1.960784,0,8261,0,255,0,0,0,0
226,108,834.25,0,16.470589,30.196079,88,-1.5625,1.5625,28,57.254902,50.588234,16.078432,31.764706,18.431372,0,100,0,50,-6,338,103.699997,13.496,1.960784,0,8261,0,255,0,0,0,0
227,108,834.25,0,16.470589,30.196079,88,-1.5625,1.5625,28,57.254902,47.843136,16.078432,31.764706,18.431372,0,100,0,50,-6,339.200012,104.300003,13.71,2.352941,0,8261,0,255,0,0,0,0
228,108,834.25,0,16.470589,30.196079,88,-1.5625,1.5625,28,57.254902,47.843136,16.078432,31.764706,16.470589,0,100,0,50,-6,339.200012,104.300003,13.71,2.352941,0,8261,0,255,0,0,0,0
229,108,758.5,0,16.470589,27.058823,88,-1.5625,-3.125,27,57.254902,47.843136,16.078432,31.764706,16.470589,0,100,0,50,3,339.200012,104.300003,13.71,2.352941,0,8261,0,255,0,0,0,0
